ID,dataset,NPR1,NPR2
DB00255,drugbank,0.33000313459947084,0.8943463177782692
DB00274,drugbank,0.2559124348597092,0.9195588427973534
DB00273,drugbank,0.47189621396716575,0.7342385969733695
DB00275,drugbank,0.2813729647533265,0.8946969628037637
DB00272,drugbank,0.15270096638314,0.9286986766065162
DB00276,drugbank,0.24735001462540382,0.9110154361356518
DB00279,drugbank,0.23523347819326074,0.829990572113639
DB00280,drugbank,0.46139358284482934,0.8802820763662482
DB00282,drugbank,0.6255764094611704,0.7099626324334878
DB00278,drugbank,0.44066663572328585,0.7908852675566177
DB00284,drugbank,0.16986720044470524,0.9250530709367183
DB00283,drugbank,0.416160388041007,0.7063521887726857
DB00281,drugbank,0.2533075847983845,0.8537336721769054
DB00285,drugbank,0.3893876053136674,0.7759097071299996
DB00289,drugbank,0.4131932145394137,0.7756966173471965
DB00292,drugbank,0.2525810153395131,0.9228055209792814
DB00288,drugbank,0.28896574951915455,0.8236285367516376
DB00291,drugbank,0.18742865271467749,0.9155968780068484
DB00293,drugbank,0.19264618293625455,0.9153819069291017
DB00287,drugbank,0.15904353638371493,0.8846860274257153
DB00295,drugbank,0.5137001338380462,0.7500762902146707
DB00294,drugbank,0.25813563687657237,0.9391588577220833
DB00296,drugbank,0.29372734748292684,0.8302621945187667
DB00297,drugbank,0.3592397758224666,0.774503489547736
DB00299,drugbank,0.22850747051422723,0.8452997465981797
DB00300,drugbank,0.42296546229930365,0.6408098708444568
DB00302,drugbank,0.18628336211363225,0.9676306421016733
DB00298,drugbank,0.16625341480019631,0.9406715035245998
DB00301,drugbank,0.3372421571891271,0.8608818033974218
DB00303,drugbank,0.11139090572175152,0.960526628247151
DB00305,drugbank,0.5153341007690188,0.6810741750001306
DB00304,drugbank,0.28302897281846656,0.9386909092923319
DB00306,drugbank,0.6711473181364513,0.842495135794246
DB00307,drugbank,0.21300087555653935,0.9710579731834642
DB00308,drugbank,0.19572896053591446,0.9163466480319803
DB00310,drugbank,0.34142627304848777,0.9117704102229238
DB00313,drugbank,0.4497835163814833,0.8128521307057333
DB00277,drugbank,0.4321256583642939,0.5747442240284879
DB00311,drugbank,0.11155043671159197,0.9419244069588665
DB00309,drugbank,0.43471881964934694,0.8562345875979764
DB00315,drugbank,0.33142706116150783,0.7183000534497723
DB00312,drugbank,0.4135198229093102,0.9318710050692678
DB00314,drugbank,0.42960731134895724,0.838507061654659
DB00317,drugbank,0.2002929679504063,0.8493061046829601
DB00318,drugbank,0.4636201490316679,0.7595763027707887
DB00321,drugbank,0.369618550690496,0.7732356179520846
DB00319,drugbank,0.22572466894677312,0.8949644389268107
DB00320,drugbank,0.21751265802004915,0.9130278402742432
DB00322,drugbank,0.30216120278288167,0.868342172528061
DB00323,drugbank,0.2581459970955615,0.8075784704593438
DB00326,drugbank,0.4761113359642394,0.8584253480977931
DB00324,drugbank,0.2193640245909353,0.8998840919512783
DB00330,drugbank,0.22650387306674294,0.9486980572859007
DB00328,drugbank,0.3038666148767781,0.7933107836773047
DB00331,drugbank,0.2494772495144989,0.8010120299794674
DB00334,drugbank,0.3686060473990487,0.6986305645213209
DB00332,drugbank,0.17432374005799617,0.9876784641916051
DB00327,drugbank,0.5323776415858883,0.7463849165862025
DB00333,drugbank,0.6384903580181449,0.8167292093888119
DB00336,drugbank,0.09310821482964522,0.9256743388311777
DB00335,drugbank,0.16935054091181154,0.8873470316588469
DB00338,drugbank,0.09129779193449962,0.9525642243210649
DB00339,drugbank,0.2383725012899419,0.7616274987102017
DB00316,drugbank,0.1371514736657524,0.8974670549037044
DB00341,drugbank,0.30677925912643667,0.7861792596977961
DB00343,drugbank,0.39013270005562195,0.789669912014816
DB00342,drugbank,0.2006331052355935,0.9181293367442473
DB00340,drugbank,0.4818643993395082,0.7773970977249237
DB00337,drugbank,0.39958112291991416,0.7171993348684105
DB00346,drugbank,0.2160591104679915,0.8783298181666388
DB00345,drugbank,0.13214006068253084,0.9453758484082407
DB00344,drugbank,0.44800586714272606,0.6988152663056343
DB00348,drugbank,0.23383641455108592,0.8729494679812548
DB00347,drugbank,0.4844606727876831,0.7274091639132286
DB00349,drugbank,0.5837493601032042,0.6007473180864777
DB00351,drugbank,0.21997936577693472,0.9471971473914159
DB00353,drugbank,0.2778035213918731,0.8717634552710753
DB00350,drugbank,0.2118138886702428,0.8347371549678972
DB00355,drugbank,0.2973063164498749,0.8166268748240124
DB00356,drugbank,0.1405335293375271,0.8594664707469841
DB00357,drugbank,0.2693351809659277,0.9087926223958189
DB00354,drugbank,0.2220595124994977,0.8531596843732137
DB00358,drugbank,0.3735296630648123,0.7619942393824564
DB00360,drugbank,0.21620536170756444,0.894612575186891
DB00359,drugbank,0.40672675531608665,0.7684690681230752
DB00363,drugbank,0.3570341928053531,0.7357076515322697
DB00361,drugbank,0.4772269000616786,0.9190183888479964
DB00365,drugbank,0.25489563958994954,0.832996993376594
DB00366,drugbank,0.3999167900134022,0.7648814650846056
DB00364,drugbank,0.5552005421247713,0.7870177147074183
DB00369,drugbank,0.23042670607316143,0.8571783702023317
DB00368,drugbank,0.29147341533710847,0.9010897158798411
DB00367,drugbank,0.22044774046861282,0.9601458730313234
DB00371,drugbank,0.37438022458823933,0.8093242396744565
DB00373,drugbank,0.19248025110950373,0.8900554443253776
DB00372,drugbank,0.33481783988481156,0.74760690536288
DB00370,drugbank,0.5029488376403415,0.6364267673192607
DB00374,drugbank,0.11725413164958515,0.9563859746038389
DB00376,drugbank,0.3573213698403273,0.794739729252849
DB00377,drugbank,0.23890190796240035,0.850736971933952
DB00379,drugbank,0.2834250660771039,0.7928903802888744
DB00380,drugbank,0.2946569709107573,0.9004327696021791
DB00378,drugbank,0.19052728778635333,0.9269868110552598
DB00382,drugbank,0.24696352092200724,0.7678907221712044
